Test_Eligibility,Users_Visit_Site,Users_Visit_Homepage,Delivery_Eligible,Users_View_Banner,Users_Click_Banner,Users_redeemed,account_tenure,platform,age,income,Converted,Orders,Delivery_Orders,Non_Click_View
Control,1,1,1,0,0,0,160,Web,50,25000,0,0,0,0
Test,1,1,1,1,0,0,56,Web,32,50000,0,0,0,1
Control,1,0,0,0,0,0,101,App,58,75000,0,0,0,0
Control,1,1,1,0,0,0,8,App,56,75000,0,0,0,0
Test,1,0,0,0,0,0,93,App,51,75000,0,3,1,0
Test,1,1,0,0,0,0,1,Web,19,50000,0,0,0,0
Control,1,1,1,0,0,0,18,App,63,75000,0,3,2,0
Control,1,1,1,0,0,0,21,Web,26,50000,0,0,0,0
Control,1,1,0,0,0,0,67,App,62,125000,0,0,0,0
Control,1,1,0,0,0,0,58,Web,49,25000,1,0,0,0
Test,1,1,0,0,0,0,93,Web,55,100000,0,0,0,0
Control,1,1,1,0,0,0,121,App,69,100000,0,0,0,0
Control,1,1,1,0,0,0,53,Web,30,75000,0,0,0,0
Test,1,1,1,1,0,0,138,Web,47,50000,0,0,0,1
Test,1,1,0,0,0,0,81,Web,41,75000,0,0,0,0
Test,1,1,1,1,0,1,140,App,37,50000,0,0,0,1
Control,1,1,0,0,0,0,4,App,19,50000,0,0,0,0
Test,1,1,0,0,1,0,27,App,24,100000,0,0,0,0
Test,1,1,0,0,0,0,9,App,57,25000,0,0,0,0
Test,1,1,0,0,0,0,120,App,23,100000,0,0,0,0
Test,1,1,1,1,0,0,83,App,32,75000,0,5,2,1
Test,1,1,0,0,0,0,173,Web,40,100000,0,5,0,0
Control,1,1,1,0,0,0,18,Web,18,50000,0,0,0,0
Test,1,1,0,0,0,0,93,Web,36,25000,0,0,0,0
Control,0,0,0,0,0,0,158,Web,57,75000,0,0,0,0
Control,1,1,1,0,0,0,117,App,62,75000,1,0,0,0
Control,1,1,0,0,0,0,51,Web,69,75000,0,0,0,0
Control,1,1,1,0,0,0,82,App,37,50000,0,0,0,0
Test,1,1,0,0,1,0,3,Web,59,100000,0,0,0,0
Test,0,0,0,0,0,0,100,Web,45,75000,0,4,6,0
Test,1,1,1,1,1,0,68,Web,28,100000,0,0,0,0
Control,1,1,1,0,0,0,172,Web,65,75000,0,0,0,0
Test,1,1,1,1,1,0,76,App,65,25000,0,0,0,0
Control,1,1,1,0,0,0,46,Web,51,50000,0,0,0,0
Control,1,1,1,0,0,0,67,App,18,100000,0,0,0,0
Control,1,1,1,0,0,0,101,App,64,100000,0,0,0,0
Control,0,0,0,0,0,0,141,Web,51,100000,0,0,0,0
Control,1,1,1,0,0,0,126,App,52,75000,0,0,0,0
Test,0,0,0,0,0,0,86,Web,43,50000,0,0,0,0
Control,1,1,0,0,0,0,70,Web,22,50000,0,0,0,0
Test,1,1,1,1,0,1,46,App,44,75000,1,0,0,1
Control,1,1,1,0,0,0,12,Web,48,50000,0,6,0,0
Control,1,1,1,0,0,0,11,Web,65,75000,0,0,0,0
Test,1,1,1,1,1,0,43,Web,26,25000,0,6,6,0
Control,1,1,1,0,0,0,59,Web,19,75000,0,0,0,0
Test,1,1,1,0,0,0,70,Web,46,25000,0,0,0,0
Control,1,1,1,0,0,0,170,App,45,25000,0,0,0,0
Control,1,1,1,0,0,0,129,App,68,50000,0,0,0,0
Control,1,1,1,0,0,0,148,Web,59,50000,0,0,0,0
Test,1,0,0,0,1,0,3,App,33,100000,0,0,0,0
Test,1,1,0,0,0,0,18,Web,60,50000,1,0,0,0
Control,1,1,1,0,0,0,141,App,33,75000,0,6,2,0
Control,1,1,1,0,0,0,164,Web,31,75000,0,0,0,0
Test,1,1,1,1,0,0,138,Web,54,75000,0,0,0,1
Test,1,1,1,1,0,0,60,Web,46,50000,0,0,0,1
Test,1,1,1,1,0,0,67,App,18,100000,0,0,0,1
Control,1,1,1,0,0,0,177,Web,30,100000,0,0,0,0
Test,1,0,0,0,0,0,3,Web,65,75000,0,0,0,0
Test,1,1,0,0,1,0,48,Web,37,75000,0,3,3,0
Control,0,0,0,0,0,0,125,App,31,25000,0,0,0,0
Test,1,1,1,1,1,0,27,Web,44,25000,1,0,0,0
Control,1,0,0,0,0,0,92,Web,19,50000,1,0,0,0
Test,0,0,0,0,0,0,42,Web,29,50000,1,0,0,0
Test,1,1,1,1,0,0,115,Web,27,125000,0,0,0,1
Control,1,1,1,0,0,0,160,App,40,75000,0,0,0,0
Test,1,1,1,1,0,0,135,App,38,25000,0,8,3,1
Test,0,0,0,0,0,0,18,Web,23,25000,0,0,0,0
Test,1,1,0,0,0,0,139,Web,53,125000,0,6,1,0
Test,1,1,0,0,0,0,41,Web,56,25000,0,0,0,0
Control,1,1,1,0,0,0,36,Web,48,75000,0,0,0,0
Test,1,1,1,1,1,0,161,Web,70,75000,0,0,0,0
Control,1,1,1,0,0,0,50,App,40,50000,0,0,0,0
Control,1,1,0,0,0,0,92,Web,30,50000,0,0,0,0
Test,1,1,1,1,1,0,162,App,40,75000,0,0,0,0
Test,1,1,0,0,0,0,144,App,67,50000,0,0,0,0
Control,1,1,0,0,0,0,125,Web,19,100000,0,0,0,0
Test,1,0,0,0,0,0,123,Web,40,25000,0,0,0,0
Test,1,0,0,0,0,0,60,Web,63,50000,0,0,0,0
Test,1,0,0,0,0,0,167,App,38,25000,0,0,0,0
Control,1,1,0,0,0,0,80,App,24,100000,0,0,0,0
Control,0,0,0,0,0,0,50,App,40,100000,0,0,0,0
Test,1,1,0,0,0,0,102,App,49,100000,0,0,0,0
Control,1,1,1,0,0,0,88,App,64,75000,0,0,0,0
Control,1,1,1,0,0,0,74,App,53,25000,0,0,0,0
Test,0,0,0,0,1,0,141,App,32,75000,0,0,0,0
Control,1,1,1,0,0,0,54,Web,65,50000,0,0,0,0
Control,1,1,1,0,0,0,105,App,22,25000,0,4,3,0
Control,1,1,0,0,0,0,146,App,70,50000,0,0,0,0
Test,0,0,0,0,1,0,128,Web,32,50000,0,0,0,0
Control,1,1,1,0,0,0,123,Web,49,25000,0,0,0,0
Control,1,1,1,0,0,0,47,App,26,75000,1,0,0,0
Control,1,1,0,0,0,0,6,Web,23,75000,0,0,0,0
Control,0,0,0,0,0,0,129,App,70,50000,0,0,0,0
Test,1,1,0,0,0,0,122,Web,40,50000,0,0,0,0
Control,1,1,1,0,0,0,22,Web,42,75000,0,0,0,0
Control,1,1,1,0,0,0,115,Web,40,75000,0,0,0,0
Test,0,0,0,0,0,0,43,Web,69,125000,0,0,0,0
Test,1,1,1,1,0,0,106,Web,49,50000,0,7,6,1
Test,1,1,1,1,1,1,82,App,18,50000,0,0,0,0
Control,1,1,1,0,0,0,146,Web,38,25000,0,0,0,0
Control,1,1,1,0,0,0,143,Web,27,75000,0,0,0,0
Test,1,1,1,1,1,0,88,App,69,75000,1,0,0,0
Test,0,0,0,0,0,0,106,Web,57,75000,0,0,0,0
Control,1,1,1,0,0,0,82,Web,29,75000,0,0,0,0
Control,1,1,1,0,0,0,30,App,22,50000,0,0,0,0
Test,1,0,0,0,0,0,108,App,31,50000,0,0,0,0
Test,1,1,1,1,0,0,133,App,57,75000,0,0,0,1
Test,1,1,1,1,0,0,112,Web,51,50000,0,0,0,1
Control,1,0,0,0,0,0,92,App,65,75000,0,0,0,0
Control,1,1,1,0,0,0,124,Web,33,25000,0,0,0,0
Control,0,0,0,0,0,0,119,App,30,25000,0,0,0,0
Test,1,1,1,0,0,0,54,Web,25,125000,0,0,0,0
Control,0,0,0,0,0,0,8,App,29,25000,0,6,1,0
Control,1,1,1,0,0,0,85,App,35,75000,0,0,0,0
Test,1,1,0,0,0,0,66,Web,69,50000,0,0,0,0
Test,1,1,1,1,0,0,83,Web,45,25000,1,0,0,1
Control,1,1,1,0,0,0,57,App,27,75000,0,0,0,0
Control,1,1,1,0,0,0,0,App,56,50000,0,0,0,0
Test,0,0,0,0,0,0,102,App,68,75000,0,0,0,0
Test,1,1,1,1,0,0,114,Web,31,25000,0,0,0,1
Control,1,1,0,0,0,0,35,Web,35,100000,0,0,0,0
Control,0,0,0,0,0,0,13,Web,68,50000,0,0,0,0
Control,1,1,1,0,0,0,101,App,19,25000,0,0,0,0
Test,1,1,0,0,0,0,96,Web,68,50000,0,0,0,0
Test,1,1,0,0,0,0,26,App,47,25000,0,0,0,0
Test,1,1,1,1,0,0,163,App,57,50000,0,3,6,1
Control,1,1,0,0,0,0,27,Web,45,50000,0,0,0,0
Control,1,1,1,0,0,0,78,App,18,100000,0,0,0,0
Control,1,1,1,0,0,0,117,Web,39,75000,0,0,0,0
Test,1,1,1,1,0,0,178,App,35,50000,0,0,0,1
Control,0,0,0,0,0,0,122,App,24,75000,0,0,0,0
Control,1,1,1,0,0,0,11,Web,61,100000,0,0,0,0
Control,1,1,0,0,0,0,9,Web,21,25000,0,0,0,0
Control,1,1,1,0,0,0,105,App,39,50000,0,0,0,0
Control,0,0,0,0,0,0,35,Web,19,100000,0,0,0,0
Control,1,1,0,0,0,0,5,Web,21,100000,0,0,0,0
Test,0,0,0,0,0,0,152,Web,33,25000,1,0,0,0
Control,1,1,1,0,0,0,4,Web,44,75000,0,0,0,0
Test,0,0,0,0,0,0,46,Web,30,75000,0,0,0,0
Control,0,0,0,0,0,0,179,Web,46,25000,1,0,0,0
Control,0,0,0,0,0,0,109,Web,27,125000,0,0,0,0
Test,0,0,0,0,1,0,96,Web,37,125000,0,0,0,0
Control,0,0,0,0,0,0,69,App,44,50000,0,0,0,0
Control,0,0,0,0,0,0,123,App,54,100000,0,0,0,0
Control,0,0,0,0,0,0,110,Web,54,75000,0,0,0,0
Control,1,1,1,0,0,0,131,App,40,50000,0,0,0,0
Control,0,0,0,0,0,0,101,App,65,75000,0,0,0,0
Control,1,1,1,0,0,0,156,Web,67,100000,0,0,0,0
Test,1,0,0,0,0,0,45,App,66,50000,0,0,0,0
Test,1,1,1,1,0,0,68,App,25,50000,0,0,0,1
Test,0,0,0,0,0,0,146,Web,44,75000,0,0,0,0
Control,1,1,0,0,0,0,45,App,23,75000,0,0,0,0
Test,1,1,0,0,0,0,170,Web,29,100000,0,0,0,0
Control,1,1,1,0,0,0,40,Web,32,50000,0,0,0,0
Test,1,1,1,1,0,0,168,Web,43,75000,0,0,0,1
Control,1,1,1,0,0,0,93,App,31,100000,0,0,0,0
Test,0,0,0,0,0,0,14,App,43,25000,0,0,0,0
Control,0,0,0,0,0,0,177,App,40,75000,0,0,0,0
Control,0,0,0,0,0,0,101,Web,26,75000,0,0,0,0
Control,1,1,1,0,0,0,6,App,44,75000,0,0,0,0
Control,1,1,1,0,0,0,130,App,62,75000,0,6,0,0
Control,1,1,1,0,0,0,10,App,43,50000,1,0,0,0
Control,1,1,1,0,0,0,81,App,24,100000,0,0,0,0
Control,1,1,1,0,0,0,109,App,63,25000,0,4,6,0
Test,1,1,1,1,0,0,65,App,19,50000,0,0,0,1
Control,0,0,0,0,0,0,138,Web,26,25000,0,0,0,0
Control,1,0,0,0,0,0,10,Web,28,75000,0,0,0,0
Test,1,1,1,1,0,0,110,App,34,75000,0,6,3,1
Control,1,1,1,0,0,0,71,Web,20,50000,0,0,0,0
Control,1,1,1,0,0,0,94,Web,32,50000,0,0,0,0
Control,1,1,0,0,0,0,29,Web,34,50000,0,0,0,0
Control,0,0,0,0,0,0,123,App,55,50000,0,0,0,0
Test,1,1,1,1,1,0,180,App,68,75000,0,0,0,0
Test,1,1,1,1,0,0,39,App,44,100000,0,5,4,1
Test,1,1,1,1,0,0,138,App,54,50000,0,0,0,1
Test,1,1,1,1,0,0,95,Web,22,25000,0,0,0,1
Control,1,0,0,0,0,0,164,Web,41,75000,0,0,0,0
Test,0,0,0,0,0,0,63,App,55,75000,0,0,0,0
Control,0,0,0,0,0,0,9,Web,37,75000,0,0,0,0
Control,0,0,0,0,0,0,130,App,70,50000,0,0,0,0
Control,1,1,1,0,0,0,146,Web,61,100000,0,0,0,0
Test,1,1,1,1,0,0,88,App,22,50000,0,0,0,1
Test,1,0,0,0,0,0,103,Web,55,50000,0,0,0,0
Test,1,1,1,1,0,0,141,Web,29,50000,0,0,0,1
Test,1,1,0,0,0,0,29,Web,43,25000,0,0,0,0
Control,1,1,0,0,0,0,21,Web,56,75000,0,0,0,0
Control,1,1,1,0,0,0,116,App,38,75000,1,0,0,0
Test,1,1,1,1,0,0,12,Web,41,50000,0,0,0,1
Control,1,1,1,0,0,0,174,Web,19,50000,0,0,0,0
Test,0,0,0,0,0,0,125,App,43,75000,0,0,0,0
Control,0,0,0,0,0,0,130,Web,52,125000,0,0,0,0
Test,0,0,0,0,0,0,172,Web,30,75000,0,0,0,0
Control,1,1,0,0,0,0,9,Web,29,125000,0,0,0,0
Test,1,1,1,0,0,0,65,App,48,100000,0,0,0,0
Test,1,1,1,0,0,0,72,Web,45,50000,0,0,0,0
Test,1,1,0,0,0,0,32,Web,67,100000,0,0,0,0
Test,1,0,0,0,0,0,115,Web,29,50000,0,0,0,0
Control,1,1,1,0,0,0,5,Web,59,25000,0,0,0,0
Test,1,1,1,0,0,0,156,App,39,25000,0,0,0,0
Control,1,1,1,0,0,0,19,App,35,50000,0,0,0,0
Control,1,1,1,0,0,0,72,Web,49,50000,0,0,0,0
Control,1,1,1,0,0,0,73,App,62,50000,0,7,1,0
Control,1,1,1,0,0,0,47,App,56,25000,0,0,0,0
Test,1,1,1,1,0,0,105,Web,26,50000,0,0,0,1
Control,1,1,1,0,0,0,109,Web,61,100000,0,0,0,0
Control,1,1,1,0,0,0,77,App,54,50000,0,0,0,0
Control,1,0,0,0,0,0,48,Web,62,50000,0,0,0,0
Control,1,1,1,0,0,0,76,App,60,75000,0,0,0,0
Control,1,1,1,0,0,0,41,App,24,75000,0,6,3,0
Test,1,1,1,1,0,0,176,App,59,50000,0,0,0,1
Control,1,1,1,0,0,0,100,Web,20,100000,0,0,0,0
Control,1,1,0,0,0,0,16,Web,70,25000,0,0,0,0
Test,1,1,0,0,0,0,76,Web,46,25000,0,0,0,0
Control,1,1,1,0,0,0,6,App,57,100000,1,0,0,0
Test,1,1,1,1,0,0,36,App,57,25000,0,0,0,1
Test,1,1,1,0,1,0,110,App,61,50000,1,0,0,0
Control,1,0,0,0,0,0,107,App,43,75000,0,0,0,0
Control,1,1,1,0,0,0,97,Web,56,50000,0,0,0,0
Control,1,1,0,0,0,0,98,Web,40,50000,0,0,0,0
Control,1,1,1,0,0,0,21,Web,55,100000,0,2,3,0
Test,0,0,0,0,0,0,114,Web,64,75000,0,0,0,0
Control,1,1,1,0,0,0,84,App,32,50000,0,0,0,0
Test,1,1,1,1,0,0,37,App,21,75000,0,0,0,1
Test,0,0,0,0,0,0,52,App,52,75000,0,0,0,0
Test,1,1,1,1,1,1,153,Web,55,75000,0,0,0,0
Control,0,0,0,0,0,0,127,Web,34,50000,0,0,0,0
Control,1,1,0,0,0,0,29,Web,55,25000,0,0,0,0
Control,1,1,1,0,0,0,15,Web,29,75000,0,0,0,0
Control,1,0,0,0,0,0,31,Web,21,75000,0,0,0,0
Test,1,1,1,1,0,0,21,App,54,75000,0,0,0,1
Control,1,1,1,0,0,0,60,Web,62,100000,0,0,0,0
Test,1,1,0,0,0,0,136,App,64,75000,0,0,0,0
Test,0,0,0,0,0,0,37,Web,44,25000,0,0,0,0
Control,1,1,0,0,0,0,173,Web,58,100000,0,0,0,0
Control,1,1,0,0,0,0,12,App,32,100000,0,0,0,0
Control,1,1,0,0,0,0,23,App,49,50000,0,0,0,0
Control,1,1,1,0,0,0,163,App,45,50000,0,0,0,0
Control,1,1,1,0,0,0,117,App,63,50000,0,0,0,0
Control,0,0,0,0,0,0,122,App,31,25000,0,0,0,0
Test,1,1,0,0,0,0,30,App,19,50000,0,0,0,0
Test,1,1,1,0,1,0,147,Web,38,100000,0,0,0,0
Test,1,1,1,1,1,0,46,App,42,75000,0,3,5,0
Test,1,1,1,1,0,1,79,App,52,50000,0,0,0,1
Test,1,1,1,1,0,0,45,App,63,75000,0,0,0,1
Control,1,1,1,0,0,0,54,App,65,50000,0,0,0,0
Control,1,1,1,0,0,0,64,App,53,75000,0,1,1,0
Control,1,1,1,0,0,0,52,Web,21,125000,0,0,0,0
Test,1,1,1,1,1,0,99,Web,32,75000,0,0,0,0
Test,1,1,1,0,0,0,11,App,53,50000,0,0,0,0
Test,1,0,0,0,0,0,163,Web,61,125000,0,0,0,0
Control,1,0,0,0,0,0,166,Web,38,50000,0,0,0,0
Test,1,1,1,0,1,0,149,Web,33,50000,0,0,0,0
Control,0,0,0,0,0,0,134,App,63,25000,0,0,0,0
Control,0,0,0,0,0,0,120,Web,45,75000,0,4,3,0
Control,0,0,0,0,0,0,120,Web,46,75000,0,0,0,0
Test,1,1,1,1,0,1,73,Web,42,50000,0,0,0,1
Control,1,1,1,0,0,0,88,App,54,50000,0,0,0,0
Control,1,1,1,0,0,0,83,Web,45,25000,0,0,0,0
Control,0,0,0,0,0,0,24,Web,20,50000,0,0,0,0
Test,1,1,1,0,0,0,122,Web,65,25000,0,0,0,0
Test,0,0,0,0,0,0,154,App,32,50000,0,4,1,0
Test,1,1,0,0,1,0,177,App,32,75000,0,0,0,0
Control,1,1,1,0,0,0,79,App,24,75000,0,0,0,0
Test,1,1,1,1,1,0,161,Web,23,100000,0,0,0,0
Control,1,1,1,0,0,0,16,Web,35,50000,0,0,0,0
Test,0,0,0,0,0,0,123,Web,45,100000,0,0,0,0
Test,1,1,1,1,0,0,9,App,36,25000,0,0,0,1
Control,1,1,1,0,0,0,176,Web,60,25000,0,0,0,0
Test,1,1,0,0,0,0,176,Web,18,50000,0,0,0,0
Control,1,1,1,0,0,0,18,App,35,25000,1,0,0,0
Control,1,1,0,0,0,0,77,App,22,75000,0,0,0,0
Control,1,1,0,0,0,0,50,App,69,75000,0,0,0,0
Control,1,1,0,0,0,0,169,Web,61,75000,0,0,0,0
Control,1,1,1,0,0,0,52,App,37,75000,0,0,0,0
Control,0,0,0,0,0,0,84,Web,41,50000,0,0,0,0
Test,1,1,1,1,0,0,133,Web,20,100000,0,0,0,1
Control,1,1,0,0,0,0,99,App,27,100000,0,0,0,0
Control,1,1,1,0,0,0,73,App,20,25000,0,0,0,0
Control,0,0,0,0,0,0,63,Web,53,100000,0,0,0,0
Control,1,1,1,0,0,0,73,Web,60,75000,0,0,0,0
Control,1,1,0,0,0,0,89,App,46,25000,0,0,0,0
Control,1,1,1,0,0,0,75,App,41,100000,0,5,2,0
Test,1,1,0,0,0,0,13,App,61,25000,0,0,0,0
Control,1,1,1,0,0,0,38,App,35,25000,0,0,0,0
Control,1,1,1,0,0,0,135,Web,62,50000,0,0,0,0
Control,1,1,1,0,0,0,165,App,52,125000,0,0,0,0
Test,1,1,1,0,0,0,88,App,49,25000,0,0,0,0
Control,0,0,0,0,0,0,169,App,32,50000,0,0,0,0
Test,1,1,1,1,1,0,20,App,43,50000,0,0,0,0
Control,1,1,1,0,0,0,152,App,25,125000,0,0,0,0
Test,1,1,1,1,0,0,27,Web,28,50000,0,0,0,1
Control,1,1,1,0,0,0,19,Web,65,100000,0,6,2,0
Test,0,0,0,0,0,0,155,App,30,75000,0,0,0,0
Test,1,1,1,1,0,0,171,App,35,50000,0,0,0,1
Control,0,0,0,0,0,0,12,Web,64,75000,0,0,0,0
Test,1,1,1,1,0,0,79,Web,35,50000,0,0,0,1
Test,1,1,0,0,0,0,89,Web,22,75000,0,6,3,0
Test,1,1,0,0,0,0,5,Web,59,25000,0,0,0,0
Control,1,1,1,0,0,0,116,Web,64,125000,0,0,0,0
Control,1,1,1,0,0,0,71,App,18,75000,0,0,0,0
Test,1,1,1,1,0,0,149,Web,53,100000,0,0,0,1
Control,1,1,1,0,0,0,65,App,30,75000,0,0,0,0
Test,1,1,1,0,0,0,90,Web,45,75000,0,0,0,0
Control,0,0,0,0,0,0,26,App,44,75000,0,0,0,0
Control,1,1,1,0,0,0,167,Web,41,50000,0,0,0,0
Control,1,1,1,0,0,0,159,Web,28,50000,0,0,0,0
Control,1,1,1,0,0,0,179,Web,33,25000,0,0,0,0
Test,1,1,0,0,1,0,24,App,22,25000,0,0,0,0
Test,1,1,1,1,0,0,124,Web,27,50000,0,0,0,1
Control,0,0,0,0,0,0,175,Web,38,50000,0,0,0,0
Test,1,1,1,1,1,0,52,Web,60,50000,0,0,0,0
Test,1,1,1,1,0,0,7,App,46,75000,0,0,0,1
Test,1,1,1,1,0,0,88,App,56,75000,0,0,0,1
Test,0,0,0,0,0,0,45,Web,65,25000,0,3,1,0
Control,0,0,0,0,0,0,131,App,23,50000,0,0,0,0
Test,1,1,1,1,0,0,127,App,56,125000,0,0,0,1
Test,1,1,0,0,0,0,67,Web,27,75000,0,0,0,0
Control,1,1,1,0,0,0,171,Web,23,25000,0,0,0,0
Test,1,1,1,0,1,0,120,App,22,50000,0,7,5,0
Control,1,1,1,0,0,0,151,App,33,50000,0,0,0,0
Test,1,1,1,1,0,0,158,Web,47,75000,0,0,0,1
Control,0,0,0,0,0,0,46,Web,41,25000,0,5,5,0
Test,1,1,0,0,0,0,150,App,66,75000,0,5,1,0
Test,1,1,1,0,0,0,121,App,64,25000,1,0,0,0
Test,1,1,0,0,1,0,100,Web,34,25000,0,0,0,0
Control,0,0,0,0,0,0,179,Web,28,75000,0,4,4,0
Control,1,1,1,0,0,0,1,Web,47,75000,0,0,0,0
Control,1,1,1,0,0,0,91,Web,50,50000,0,6,5,0
Test,1,1,1,1,0,0,104,Web,64,50000,0,0,0,1
Test,0,0,0,0,0,0,24,Web,18,50000,0,0,0,0
Test,1,1,1,1,1,0,108,App,36,75000,0,5,2,0
Test,1,1,1,1,0,0,137,App,52,50000,0,0,0,1
Test,1,1,1,1,1,1,109,Web,20,125000,1,0,0,0
Control,1,1,1,0,0,0,76,Web,28,100000,0,0,0,0
Control,1,1,0,0,0,0,157,App,44,25000,0,0,0,0
Control,0,0,0,0,0,0,145,App,27,75000,0,0,0,0
Control,1,1,1,0,0,0,94,App,24,75000,0,0,0,0
Control,1,0,0,0,0,0,83,Web,42,50000,0,0,0,0
Test,1,1,0,0,0,0,176,App,37,100000,0,0,0,0
Control,1,1,1,0,0,0,54,Web,18,100000,0,0,0,0
Control,1,1,1,0,0,0,49,Web,55,25000,0,0,0,0
Test,1,1,1,1,0,0,136,App,50,75000,1,0,0,1
Test,0,0,0,0,0,0,146,Web,28,50000,0,0,0,0
Control,1,1,0,0,0,0,33,App,53,75000,0,0,0,0
Control,1,1,0,0,0,0,66,Web,20,75000,0,0,0,0
Test,1,1,0,0,0,0,150,App,67,50000,0,0,0,0
Control,0,0,0,0,0,0,99,Web,25,50000,0,0,0,0
Test,0,0,0,0,0,0,158,App,45,100000,0,0,0,0
Test,1,1,0,0,1,0,13,Web,26,100000,0,0,0,0
Test,1,1,1,1,0,1,49,App,66,75000,0,0,0,1
Test,1,1,1,0,0,0,63,App,33,25000,0,0,0,0
Control,1,1,0,0,0,0,76,App,56,75000,1,0,0,0
Control,1,0,0,0,0,0,84,Web,27,50000,0,0,0,0
Control,1,0,0,0,0,0,98,Web,54,50000,0,0,0,0
Test,1,1,1,1,1,1,31,Web,49,50000,0,0,0,0
Control,1,0,0,0,0,0,143,App,58,75000,0,0,0,0
Test,1,1,0,0,0,0,130,App,45,50000,0,0,0,0
Test,0,0,0,0,0,0,151,App,39,75000,0,0,0,0
Control,1,1,1,0,0,0,152,App,44,100000,0,0,0,0
Test,1,1,1,1,0,0,125,App,57,75000,0,0,0,1
Test,1,1,1,1,1,0,43,Web,22,50000,0,0,0,0
Test,1,1,1,1,0,0,1,Web,29,25000,0,0,0,1
Test,0,0,0,0,0,0,50,App,39,50000,0,0,0,0
Control,1,1,1,0,0,0,170,Web,52,25000,0,0,0,0
Control,1,1,1,0,0,0,111,Web,36,75000,1,0,0,0
Control,1,1,1,0,0,0,33,Web,35,25000,0,0,0,0
Control,1,1,1,0,0,0,117,Web,57,75000,0,0,0,0
Control,1,1,0,0,0,0,148,App,30,75000,0,0,0,0
Control,1,1,1,0,0,0,18,Web,39,100000,0,0,0,0
Test,0,0,0,0,0,0,151,App,43,100000,0,0,0,0
Control,1,1,1,0,0,0,164,Web,20,50000,0,4,2,0
Test,1,1,1,1,1,1,143,App,47,100000,0,0,0,0
Control,0,0,0,0,0,0,133,Web,27,75000,0,0,0,0
Test,0,0,0,0,0,0,142,Web,40,125000,0,0,0,0
Control,1,1,1,0,0,0,148,Web,25,125000,0,0,0,0
Control,1,1,1,0,0,0,52,Web,51,50000,0,0,0,0
Control,0,0,0,0,0,0,4,App,64,100000,0,0,0,0
Control,1,1,0,0,0,0,68,Web,26,25000,0,0,0,0
Test,1,1,0,0,1,0,29,App,34,50000,0,0,0,0
Control,1,1,1,0,0,0,73,App,28,25000,1,0,0,0
Test,1,1,1,1,1,0,13,App,69,50000,0,0,0,0
Test,1,1,1,1,1,1,77,App,68,50000,0,0,0,0
Test,0,0,0,0,1,0,3,Web,52,75000,0,0,0,0
Test,1,1,1,1,1,0,6,Web,26,50000,0,0,0,0
Control,1,1,0,0,0,0,24,Web,64,75000,0,0,0,0
Control,1,1,0,0,0,0,8,App,38,25000,0,0,0,0
Control,1,1,0,0,0,0,110,Web,55,75000,0,0,0,0
Test,1,1,1,1,0,0,13,App,68,100000,0,0,0,1
Test,1,1,1,1,0,0,149,Web,66,75000,0,0,0,1
Test,1,1,1,1,1,0,58,Web,52,50000,0,0,0,0
Test,1,1,1,1,0,0,81,App,59,50000,0,4,2,1
Test,0,0,0,0,0,0,138,App,27,75000,1,0,0,0
Test,1,1,1,1,0,0,167,Web,45,100000,0,0,0,1
Control,1,1,1,0,0,0,94,App,48,75000,0,0,0,0
Control,1,1,0,0,0,0,9,App,53,25000,0,0,0,0
Control,0,0,0,0,0,0,56,Web,49,50000,0,0,0,0
Test,1,1,1,1,1,1,174,Web,69,25000,0,0,0,0
Control,1,1,0,0,0,0,12,App,59,50000,0,0,0,0
Control,1,1,1,0,0,0,54,App,64,100000,0,0,0,0
Test,0,0,0,0,0,0,165,Web,27,50000,0,0,0,0
Test,1,1,1,1,0,0,86,Web,19,50000,0,0,0,1
Test,1,1,1,1,0,1,158,Web,26,75000,0,3,4,1
Test,1,1,1,1,0,0,77,Web,47,75000,0,5,3,1
Test,1,1,1,1,0,0,124,App,26,25000,0,0,0,1
Test,1,1,0,0,0,0,48,Web,55,100000,0,0,0,0
Test,1,1,0,0,0,0,114,Web,54,25000,0,0,0,0
Test,0,0,0,0,1,0,148,App,39,75000,0,0,0,0
Control,1,1,1,0,0,0,68,App,65,75000,0,0,0,0
Test,1,0,0,0,1,0,16,App,18,25000,0,0,0,0
Control,1,1,0,0,0,0,75,App,44,100000,0,4,7,0
Test,1,1,1,1,0,0,126,App,41,50000,1,0,0,1
Test,0,0,0,0,0,0,33,App,50,50000,0,0,0,0
Control,0,0,0,0,0,0,75,App,25,50000,0,0,0,0
Control,1,1,0,0,0,0,79,Web,33,50000,0,0,0,0
Test,1,1,0,0,0,0,89,Web,60,100000,0,5,2,0
Control,1,1,1,0,0,0,18,Web,64,50000,0,0,0,0
Control,0,0,0,0,0,0,95,App,30,50000,0,0,0,0
Test,1,1,1,0,1,0,142,Web,38,50000,0,0,0,0
Test,1,1,1,0,0,0,83,App,41,100000,0,0,0,0
Control,1,1,0,0,0,0,178,Web,64,75000,0,0,0,0
Test,1,1,1,1,1,1,163,Web,23,75000,0,0,0,0
Test,1,1,1,1,0,0,50,App,70,75000,0,0,0,1
Test,1,1,1,1,1,0,54,Web,61,100000,0,0,0,0
Control,1,1,0,0,0,0,4,App,64,75000,0,4,0,0
Control,1,1,1,0,0,0,108,Web,33,75000,0,5,1,0
Control,1,1,1,0,0,0,101,App,32,75000,0,0,0,0
Control,1,1,1,0,0,0,20,Web,35,50000,0,0,0,0
